Customer_ID,Name,Age,SSN,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
1030,Robert-Jano,33.0,473733353.0,Architect,122942.28,10205.19,2.0,3.0,3.0,8.0,Mortgage Loan,8.0,30.0,4.88,20.0,Good,924.1,35.01090257781198,341.5,No,101.56797654898996,116.2624905652591,High_spent_Large_value_payments,716.272375068446,Good
1036,Joank,45.0,92314708.0,Lawyer,20884.58,1855.381666666667,6.0,6.0,15.0,8.0,Home Equity Loan,11.375,89.0,16.025,31.0,Standard,22.45,31.341799912422506,287.5,Yes,12.480008351295863,53.222586418451655,Low_spent_Large_value_payments,334.5348661869985,Standard
1037,Luke Jeffsj,43.0,11336276.0,Engineer,17908.15,1748.3458333333335,4.0,4.0,16.0,56.0,"Auto Loan, Auto Loan, Debt Consolidation Loan, Personal Loan, Home Equity Loan, Student Loan, and Credit-Builder Loan",9.625,104.0,13.36,43.0,Standard,755.6,30.410944214550533,116.5,Yes,61.58979336251856,16.433089902676205,High_spent_Small_value_payments,260.4832337683452,Standard
1039,Kohk,35.0,305182483.0,Entrepreneur,72588.99,6242.0825,7.0,4.0,19.0,16.0,"Student Loan, and Home Equity Loan",22.5,71.0,11.87,32.0,Standard,1031.21,32.819247228217804,262.5,No,72.92831137276113,42.32109176486345,High_spent_Large_value_payments,591.5017656234307,Good
1041,Seetharamans,43.0,299935267.0,Engineer,112287.51,9097.2925,3.0,5.0,5.0,24.0,"Credit-Builder Loan, Not Specified, and Auto Loan",11.125,40.0,4.715,34.0,Good,281.28,34.586932117910465,230.5,No,167.0641236073926,72.20205679078485,High_spent_Medium_value_payments,673.1750648321604,Poor
1043,Alexei Oreskovicr,23.0,851324418.0,Manager,41806.16,3564.846666666667,2.0,7.0,7.0,8.0,Personal Loan,5.75,31.0,6.29,34.0,Good,300.61,32.58237995269681,317.5,No,21.8646820566588,34.37654254731421,High_spent_Medium_value_payments,443.4714907522659,Good
1045,Moonv,28.0,710725711.0,Lawyer,7534.185,892.84875,8.0,7.0,25.0,40.0,"Payday Loan, Home Equity Loan, Debt Consolidation Loan, Debt Consolidation Loan, and Mortgage Loan",17.75,127.0,7.15,104.0,Bad,2391.27,32.218595685616464,234.5,Yes,17.492476937240518,24.81334227384505,Low_spent_Small_value_payments,304.0665387735157,Poor
1046,Damounis,25.0,275797518.0,Musician,17641.46,1703.121666666667,8.0,5.0,5.0,16.0,"Credit-Builder Loan, and Not Specified",30.375,100.0,11.63,32.0,Standard,322.43,31.547467378260954,77.5,Yes,15.357276593488557,16.36551495544001,Low_spent_Small_value_payments,311.28318958498335,Standard
1048,Richardb,32.0,10495150.0,Scientist,14924.12,1347.6766666666667,8.0,7.0,16.0,16.0,"Student Loan, and Payday Loan",6.875,156.0,10.3,56.0,Standard,22.71,32.430736889101986,133.5,Yes,19.92836450656589,21.904031954606133,Low_spent_Small_value_payments,304.99070356251207,Standard
1050,Carmel Crimminsy,52.0,397177108.0,Entrepreneur,27759.32,2419.276666666666,8.0,6.0,9.0,8.0,Payday Loan,13.75,79.0,10.475,20.0,Standard,245.3,30.165409339243688,289.5,No,15.548726339025675,52.76177072213184,High_spent_Large_value_payments,340.8954178258518,Standard
1052,Moonb,50.0,924054383.0,Developer,18808.34,1618.361666666667,1.0,5.0,10.0,0.0,No Data,0.0,94.0,3.09,16.0,Good,1035.88,34.773439905798526,268.5,No,0.0,65.57072750413789,Low_spent_Small_value_payments,309.6267087783846,Standard
1060,Schnurry,22.0,180429738.0,Architect,30758.43,2822.2025,4.0,5.0,8.0,8.0,Credit-Builder Loan,16.0,131.0,7.22,48.0,Standard,471.15,28.481997597436003,362.5,Yes,24.403119867184767,64.15832139557861,High_spent_Medium_value_payments,391.0484946853923,Good
1061,Hossein Jasebg,45.0,846763543.0,Lawyer,60572.7,4844.725,3.0,3.0,20.0,16.0,"Credit-Builder Loan, and Personal Loan",30.125,138.0,16.345,99.0,Standard,1582.55,29.71803071291737,124.5,Yes,88.71604214406159,56.19933274470448,High_spent_Medium_value_payments,466.93266485798813,Standard
1066,Philt,15.0,33524312.0,Lawyer,64923.04,5513.253333333332,8.0,3.0,5.0,24.0,"Personal Loan, Mortgage Loan, and Auto Loan",8.0,121.0,8.7,48.0,Standard,370.4,29.789297571949827,370.5,Yes,156.60408548749388,79.09610977520721,High_spent_Medium_value_payments,392.9992067142224,Standard
1071,Andreas Cremerj,43.0,979482080.0,Engineer,36366.68,2987.556666666667,5.0,4.0,13.0,16.0,"Student Loan, and Personal Loan",16.25,148.0,13.67,32.0,Standard,484.73,29.792049606842006,386.5,Yes,52.17659090535482,47.5499481608524,High_spent_Medium_value_payments,382.79534816088767,Standard
1073,Grantr,31.0,836211965.0,Teacher,20804.74,1881.7283333333328,3.0,3.0,10.0,0.0,No Data,11.0,9.0,6.435,60.0,Good,1378.31,31.796062746669623,389.5,No,0.0,36.30012366041084,High_spent_Medium_value_payments,372.91969969068145,Standard
1074,Scottj,24.5,100736855.0,Writer,14180.48,956.7066666666668,6.0,7.0,21.0,48.0,"Personal Loan, Auto Loan, Mortgage Loan, Student Loan, Auto Loan, and Credit-Builder Loan",48.5,136.0,27.69,80.0,Bad,3229.56,33.08262676277623,157.5,Yes,50.0507587287941,46.47998587745678,Low_spent_Small_value_payments,248.545747220464,Poor
1079,Ross Kerberz,47.5,69627151.0,Developer,105816.45,8977.0375,4.0,3.0,11.0,8.0,Debt Consolidation Loan,23.375,93.0,11.245,40.0,Standard,1342.14,35.236229720067996,245.5,Yes,79.49597160314157,61.50076686736674,Low_spent_Small_value_payments,605.6060450333747,Standard
1085,Carewh,42.0,240167049.0,Entrepreneur,14012.51,1005.2000421492621,10.0,7.0,31.0,40.0,"Personal Loan, Personal Loan, Personal Loan, Student Loan, and Mortgage Loan",45.5,154.0,24.73,74.0,Bad,4397.05,27.928306724381795,122.5,Yes,83.84195507364244,35.09889208846548,Low_spent_Small_value_payments,249.75512685574847,Standard
1088,Robin Emmottj,29.5,144450895.0,Accountant,10367.01,1095.9175,7.0,7.0,34.0,40.0,"Home Equity Loan, Not Specified, Student Loan, Home Equity Loan, and Mortgage Loan",36.125,163.0,11.18,48.0,Standard,1568.49,33.54119461581514,67.5,Yes,37.90425467357951,41.086804306790654,Low_spent_Small_value_payments,274.509102130608,Poor
1093,Anjuli Daviesh,20.0,667882872.0,Media_Manager,36971.44,3370.953333333333,9.0,7.0,32.0,40.0,"Student Loan, Student Loan, Payday Loan, Debt Consolidation Loan, and Not Specified",56.25,129.0,8.905,80.0,Bad,1685.12,31.098650441761627,181.5,Yes,100.2303566342488,37.54827318868404,High_spent_Large_value_payments,356.16783603428587,Poor
1094,Edwardso,44.0,767353133.0,Architect,17327.28,1716.9399999999996,6.0,6.0,20.0,56.0,"Mortgage Loan, Personal Loan, Personal Loan, Mortgage Loan, Auto Loan, Personal Loan, and Auto Loan",47.125,147.0,18.675,95.0,Bad,2291.35,31.042238832937574,185.5,Yes,55.43849806755351,44.92923152123706,High_spent_Small_value_payments,266.09118424841313,Poor
1097,Reynoldsw,14.0,324080373.0,Manager,46744.62,4111.385,7.0,9.0,27.0,16.0,"Not Specified, and Credit-Builder Loan",18.125,67.0,10.075,72.0,Standard,2009.75,35.50631507753924,235.5,Yes,77.75856143005646,52.79400043131061,Low_spent_Small_value_payments,401.9710980884643,Poor
1102,Baertleiny,21.5,915391230.0,Doctor,100681.41,8608.1175,5.0,4.0,8.0,16.0,"Auto Loan, and Student Loan",25.625,88.0,8.0,19.0,Standard,476.37,32.85350196330104,292.5,Yes,145.9967510964617,82.5719771272523,High_spent_Large_value_payments,672.5844426111629,Standard
1103,Nate Raymondr,35.0,690437279.0,Journalist,29369.12,2171.4266666666667,5.0,4.0,8.0,16.0,"Payday Loan, and Not Specified",29.125,86.0,10.54,72.0,Standard,1605.81,31.44435510029699,238.5,Yes,43.93572131964716,35.48339380790086,High_spent_Medium_value_payments,324.5091054478111,Poor
1104,Chuck Mikolajczakh,34.0,124516203.0,Writer,14971.72,1546.6433333333332,7.0,10.0,31.0,24.0,"Home Equity Loan, Home Equity Loan, and Debt Consolidation Loan",44.375,137.0,11.67,100.0,Standard,1618.3,33.39687109606889,181.5,Yes,27.40635549149365,40.34049198623043,High_spent_Small_value_payments,307.02880444309335,Standard
1115,Billk,28.0,42960101.0,Accountant,16701.96,1599.83,7.0,10.0,19.0,64.0,"Not Specified, Payday Loan, Student Loan, Not Specified, Student Loan, Debt Consolidation Loan, Mortgage Loan, and Personal Loan",61.625,155.0,28.28,88.0,Bad,4416.93,29.364034665512822,167.5,Yes,56.60542957440229,42.65145344537349,Low_spent_Small_value_payments,237.08687508221908,Poor
1121,Mariusn,18.0,169096595.0,Scientist,32543.41,2962.9508333333333,7.0,7.0,15.0,0.0,No Data,10.625,70.0,7.435,2.0,Standard,1415.01,29.866551009834218,320.5,No,0.0,42.86272789941149,High_spent_Medium_value_payments,401.7828414489187,Standard
1123,Nathalieh,18.0,442694443.0,Teacher,140875.88,11490.656666666668,6.0,4.0,16.0,32.0,"Home Equity Loan, Debt Consolidation Loan, Credit-Builder Loan, and Credit-Builder Loan",26.25,95.0,9.66,30.0,Standard,299.78,34.9993606973381,328.5,Yes,392.4273994900599,116.220627978583,High_spent_Large_value_payments,529.1405583099237,Standard
1130,Coxf,27.0,453826508.0,Architect,135550.88,11547.906666666668,3.0,3.0,9.0,24.0,"Credit-Builder Loan, Credit-Builder Loan, and Home Equity Loan",8.125,85.0,5.52,24.0,Good,716.21,35.51436031471409,275.5,No,203.49490604936543,149.35821071012947,Low_spent_Medium_value_payments,665.4133239605835,Good
1132,Azharf,48.0,366284901.0,Musician,38650.73,2983.894166666667,1.0,1.0,11.0,0.0,No Data,7.0,55.0,4.41,24.0,Good,1189.97,30.711784599583805,199.5,No,0.0,36.308041168309394,High_spent_Medium_value_payments,441.7736501863371,Good
1133,Luciaj,33.0,502062130.0,Musician,17770.48,1771.8733333333332,4.0,5.0,4.0,16.0,"Home Equity Loan, and Mortgage Loan",6.0,22.0,1.02,8.0,Good,43.54,33.363092281094474,280.5,No,19.474185612538488,16.388566606200158,Low_spent_Small_value_payments,320.3990046595206,Standard
1140,Lefterisj,23.0,341997813.0,Media_Manager,58558.3,5098.858333333334,3.0,2.0,10.0,0.0,No Data,7.75,15.0,11.425,33.0,Good,272.17,34.42240574213752,203.5,No,0.0,57.38950683823166,High_spent_Medium_value_payments,565.0877012779516,Good
1144,Rachelle Younglaih,42.0,880821203.0,Doctor,42757.81,3556.150833333333,0.0,5.0,3.0,24.0,"Mortgage Loan, Student Loan, and Home Equity Loan",1.25,41.0,2.21,42.0,Good,646.98,28.029388820076747,386.5,No,102.80956873920842,60.143871736324165,Low_spent_Small_value_payments,270.33635217945005,Good
1145,Mark Shades,28.0,854625244.0,Mechanic,36490.98,2828.9150000000004,4.0,5.0,8.0,32.0,"Payday Loan, Debt Consolidation Loan, Not Specified, and Personal Loan",21.375,153.0,8.375,76.0,Standard,581.05,30.706450360935825,144.5,Yes,92.35158351990316,44.4586864724624,High_spent_Medium_value_payments,332.958263342848,Standard
1146,Griswoldg,53.0,614293992.0,Mechanic,43044.01,3679.000833333334,5.0,2.0,8.0,0.0,No Data,13.5,16.0,9.47,12.0,Good,1154.92,31.634150176168806,371.5,No,0.0,42.750263898269694,Low_spent_Large_value_payments,442.58910018706666,Good
1147,Emilyn,23.0,258717950.0,Scientist,17863.15,1755.5958333333335,6.0,7.0,24.0,56.0,"Auto Loan, Personal Loan, Student Loan, Personal Loan, Mortgage Loan, Auto Loan, and Mortgage Loan",54.0,174.0,21.84,96.0,Bad,3893.01,30.5574726664952,157.5,Yes,96.18186282091052,12.306931390967137,High_spent_Medium_value_payments,254.86777682269738,Poor
1150,Lisah,47.0,821332218.0,Writer,35539.56,2953.63,3.0,4.0,5.0,0.0,No Data,19.0,64.0,4.275,16.0,Good,819.48,37.19355718276057,326.5,No,0.0,20.630324538138147,Low_spent_Small_value_payments,402.11040518126185,Poor
1161,Suzanne Barlynd,22.0,239844985.0,Writer,9388.27,978.3558333333334,4.0,4.0,32.0,32.0,"Mortgage Loan, Not Specified, Credit-Builder Loan, and Student Loan",4.5,152.0,12.105,72.0,Standard,2673.96,32.42664235420334,202.5,Yes,18.494964075837835,22.70772671121352,High_spent_Medium_value_payments,298.37292986853055,Poor
1162,Paulv,20.0,925535258.0,Mechanic,32700.0,2802.0,2.0,4.0,5.0,0.0,No Data,8.875,29.0,7.035,14.0,Good,1440.5,29.954147253249968,200.5,No,0.0,30.121049340077644,Low_spent_Small_value_payments,381.9777162163341,Good
1165,Palmerq,22.0,283878819.0,Writer,12281.035,796.4195833333333,8.0,3.0,15.0,8.0,Student Loan,13.125,140.0,15.035,56.0,Standard,928.14,31.08491132249166,253.5,Yes,6.824666039084456,24.333364649532605,Low_spent_Medium_value_payments,298.26870798827963,Standard
1166,Tomm,30.0,627301936.0,Architect,31936.05,2432.3375,3.0,7.0,11.0,32.0,"Student Loan, Auto Loan, Personal Loan, and Payday Loan",5.125,87.0,15.29,8.0,Standard,1380.76,31.6892093732936,304.5,Yes,98.14745279416854,74.65261031988358,Low_spent_Small_value_payments,270.00917735911844,Standard
1167,Stefanoo,25.0,323928842.0,Journalist,72629.12,5884.426666666666,8.0,9.0,19.0,56.0,"Personal Loan, Not Specified, Debt Consolidation Loan, Student Loan, Student Loan, Personal Loan, and Payday Loan",40.125,196.0,21.73,108.0,Bad,4748.34,33.90641993186948,94.5,Yes,293.7841875314496,110.63489348244772,High_spent_Medium_value_payments,221.3498286793319,Poor
1189,Sophiet,37.5,867411583.0,Teacher,85280.88,6846.740000000002,3.0,3.0,2.0,0.0,No Data,7.5,72.0,2.2649999999999997,36.0,Good,825.18,33.74618127499363,354.5,No,0.0,128.72660009442131,High_spent_Large_value_payments,607.0159839134757,Good
1190,Oliviaj,24.0,879088721.0,Entrepreneur,104744.88,8989.74,1.0,4.0,8.0,32.0,"Mortgage Loan, Mortgage Loan, Payday Loan, and Mortgage Loan",20.25,64.0,6.815,6.0,Good,705.05,30.290277389358003,325.5,No,195.0234165716909,177.27647965447318,High_spent_Large_value_payments,641.361728825518,Poor
1191,Simon Gardnerl,27.0,865335347.0,Architect,45342.24,4013.52,6.0,8.0,32.0,24.0,"Credit-Builder Loan, Not Specified, and Mortgage Loan",45.625,199.0,9.365,72.0,Bad,2063.68,30.719609797842566,211.5,Yes,61.78736077648539,26.73633970971945,High_spent_Medium_value_payments,466.68598327837094,Poor
1195,Andrew Longstrethf,51.0,591597438.0,Architect,88783.92,7405.66,2.0,1.0,6.0,32.0,"Payday Loan, Not Specified, Home Equity Loan, and Credit-Builder Loan",4.125,86.0,10.33,0.0,Good,522.23,33.93817869022828,222.5,No,160.5243372206725,50.36623483462254,High_spent_Medium_value_payments,676.276753868574,Good
1204,Arunai,28.0,334733962.0,Engineer,7112.665,753.7220833333333,9.0,8.0,16.0,48.0,"Debt Consolidation Loan, Credit-Builder Loan, Debt Consolidation Loan, Student Loan, Payday Loan, and Home Equity Loan",22.0,177.0,27.68,96.0,Bad,4649.87,32.50612524611847,83.5,Yes,25.96556898583236,15.64694435512608,High_spent_Medium_value_payments,278.14367998716,Standard
1208,Danielp,31.5,587155826.0,Accountant,27269.1,2437.425,3.0,3.0,9.0,8.0,Auto Loan,28.375,89.0,11.1,15.0,Standard,1487.56,32.8510528336718,240.5,No,19.6229505924858,27.51141142586607,Low_spent_Small_value_payments,381.4438644628789,Poor
1209,Kevin Yaou,15.5,200477297.0,Musician,20414.37,1775.1975,6.0,10.0,18.0,32.0,"Auto Loan, Home Equity Loan, Not Specified, and Auto Loan",24.625,130.0,5.785,109.0,Bad,1401.52,32.2964518898738,70.5,Yes,55.1445140821016,22.17268511589533,Low_spent_Small_value_payments,272.77556463741575,Poor
1211,Lynchu,28.0,620774360.0,Scientist,10401.21,657.7674999999998,9.0,10.0,22.0,16.0,"Auto Loan, and Debt Consolidation Loan",49.0,131.0,0.835,100.0,Bad,2106.7,31.58895320991807,91.5,Yes,14.67929122612698,12.96894399970268,Low_spent_Medium_value_payments,285.11864770409505,Poor
1213,Stanleya,55.0,422795494.0,Mechanic,36274.17,3106.8475,8.0,4.0,15.0,32.0,"Student Loan, Auto Loan, Debt Consolidation Loan, and Payday Loan",15.5,126.0,9.615,30.0,Standard,237.17,30.49329617802176,310.5,No,83.92104895382352,23.87090201144445,High_spent_Large_value_payments,381.4617118304007,Standard
1214,Poornima Guptai,33.0,499790209.0,Engineer,13627.925,1188.9872459797007,5.0,7.0,11.0,56.0,"Not Specified, Mortgage Loan, Payday Loan, Mortgage Loan, Auto Loan, Student Loan, and Payday Loan",28.5,149.0,12.655,62.0,Standard,639.32,34.36192782545028,90.5,Yes,236.34696359955865,42.43132276075993,Low_spent_Small_value_payments,272.3608315036488,Standard
1216,Ken Willsh,39.0,880987137.0,Media_Manager,74017.08,6375.09,6.0,10.0,20.0,48.0,"Debt Consolidation Loan, Personal Loan, Mortgage Loan, Student Loan, Mortgage Loan, and Credit-Builder Loan",58.375,197.0,21.26,96.0,Bad,4686.94,31.394779387954678,36.5,Yes,218.9997114767588,88.73338145457733,High_spent_Large_value_payments,450.07235203694586,Standard
1218,Kazunorin,19.0,68990027.0,Lawyer,17569.69,1440.1408333333331,6.0,7.0,5.0,32.0,"Student Loan, Home Equity Loan, Not Specified, and Not Specified",23.75,76.0,11.56,55.0,Standard,1135.31,32.279903513422745,216.5,Yes,47.5990990637336,15.78312322054574,Low_spent_Small_value_payments,280.5860468679557,Standard
1221,Humphriesi,38.0,557606458.0,Mechanic,86142.95999999999,7274.579999999999,0.0,1.0,7.0,24.0,"Mortgage Loan, Mortgage Loan, and Not Specified",0.0,64.0,1.3050000000000002,8.0,Good,0.23,30.751913213163515,254.5,No,115.89203712853724,89.78542522484794,High_spent_Large_value_payments,491.70389292027113,Good
1225,Cyril Altmeyery,19.0,516337752.0,Musician,72629.94,6226.734898951112,5.0,5.0,3.0,8.0,Not Specified,13.75,115.0,12.08,12.0,Standard,1496.66,34.53290470911456,313.5,No,176.84927869058149,41.47112267773816,High_spent_Medium_value_payments,700.2845389487354,Standard
1232,Tim Hepherw,33.0,438278255.0,Architect,50050.56,4406.88,10.0,11.0,22.0,72.0,"Home Equity Loan, Personal Loan, Mortgage Loan, Auto Loan, Not Specified, Home Equity Loan, Personal Loan, Home Equity Loan, and Home Equity Loan",38.5,138.0,19.62,48.0,Bad,2913.45,30.864571546654656,96.5,Yes,334.60123766413625,36.986162250177664,Low_spent_Small_value_payments,134.22736159887495,Standard
1233,Alexs,36.0,545553554.0,Developer,123802.52,10498.876666666669,4.0,3.0,20.0,16.0,"Mortgage Loan, and Payday Loan",21.75,132.0,7.57,21.0,Standard,954.71,32.88418291519893,313.5,No,124.1380722636244,91.59344574456765,Low_spent_Large_value_payments,746.4329450218283,Standard
1234,ra Hudsonq,51.0,543490684.0,Accountant,97688.4,7872.7,6.0,7.0,13.0,16.0,"Not Specified, and Personal Loan",12.5,159.0,4.005,8.0,Standard,1299.16,31.406118703893654,324.5,No,122.72890352728288,98.83880851915056,Low_spent_Medium_value_payments,553.1776646461135,Standard
1235,enk,25.0,336503957.0,Scientist,16185.63,1355.8025,7.0,6.0,30.0,32.0,"Personal Loan, Home Equity Loan, Auto Loan, and Debt Consolidation Loan",60.75,148.0,8.41,88.0,Bad,2360.06,31.429679173331387,185.5,Yes,49.29314268683928,47.16243056386215,Low_spent_Small_value_payments,269.8177984319307,Poor
1236,Steveq,44.0,577145786.0,Doctor,38899.92,3459.66,3.0,2.0,1.0,32.0,"Personal Loan, Personal Loan, Credit-Builder Loan, and Not Specified",12.125,45.0,2.04,17.0,Good,1460.16,29.873430576331558,305.5,No,104.04911078579488,26.00317037475882,High_spent_Medium_value_payments,268.546786421297,Good
1250,Holtonc,27.0,435844378.0,Teacher,63484.24,5157.3533333333335,5.0,7.0,10.0,16.0,"Debt Consolidation Loan, and Payday Loan",26.125,77.0,11.244999999999997,46.0,Good,295.16,34.06865060429584,329.5,No,68.14234084783807,80.95421593683997,High_spent_Medium_value_payments,464.87562350783526,Poor
1251,Jessicau,31.0,389731750.0,Lawyer,65383.72,5522.6433333333325,8.0,10.0,19.0,16.0,"Student Loan, and Payday Loan",20.0,66.0,9.09,120.0,Standard,2561.12,31.40143995417086,194.5,Yes,70.76315845790279,37.75765779587204,High_spent_Medium_value_payments,541.3237304182509,Poor
1253,Praveen Menont,16.0,210464512.0,Media_Manager,68332.08,5547.7623175957015,6.0,5.0,34.0,56.0,"Home Equity Loan, Credit-Builder Loan, Payday Loan, Student Loan, Personal Loan, Credit-Builder Loan, and Auto Loan",27.375,64.0,20.04,72.0,Standard,1462.7,36.884803614524664,196.5,Yes,277.02225940018235,59.9087353428524,High_spent_Medium_value_payments,395.61471306444867,Poor
1267,Jewkesj,18.0,273477879.0,Doctor,58477.59,5005.1325,10.0,8.0,19.0,48.0,"Mortgage Loan, Mortgage Loan, Mortgage Loan, Student Loan, Not Specified, and Debt Consolidation Loan",34.0,111.0,25.94,62.0,Bad,4896.77,31.47890300605441,25.5,Yes,228.81610493670183,53.21872243165948,High_spent_Medium_value_payments,334.30003068567663,Standard
1289,Eveline Danubratau,49.0,545564628.0,Engineer,21596.24,1962.686666666667,4.0,6.0,6.0,16.0,"Home Equity Loan, and Mortgage Loan",5.0,47.0,9.06,32.0,Good,128.19,30.759562843628412,197.5,No,34.93664091216415,30.529865566584128,Low_spent_Small_value_payments,292.4240684813746,Good
1299,asilu,44.0,63746877.0,Teacher,8787.9,491.32499999999993,8.0,5.0,18.0,40.0,"Student Loan, Home Equity Loan, Credit-Builder Loan, Debt Consolidation Loan, and Student Loan",8.0,163.0,8.255,62.0,Standard,234.47,30.29484652026752,167.5,Yes,23.82537506158159,0.0,Low_spent_Small_value_payments,262.8944904855102,Standard
1307,Dixonb,23.0,551156622.0,Media_Manager,48780.56,3835.046666666666,4.0,5.0,16.0,0.0,No Data,29.0,160.0,4.97,32.0,Standard,967.75,31.741578720598262,232.5,Yes,0.0,64.23193422850957,Low_spent_Small_value_payments,445.19158661072026,Standard
1308,Wilkesn,24.0,196866440.0,Scientist,20785.41,1823.1175,5.0,4.0,15.0,24.0,"Credit-Builder Loan, Personal Loan, and Not Specified",13.125,110.0,11.03,0.0,Standard,420.31,29.01095158100886,270.5,Yes,37.36324270494893,27.91461008491365,Low_spent_Small_value_payments,294.81110170462057,Standard
1310,Edwardsi,42.0,946947531.0,Developer,132414.16,11050.513333333334,3.0,3.0,19.0,0.0,No Data,12.625,131.0,5.81,8.0,Standard,53.73,35.25144354249269,308.5,Yes,0.0,86.9269574663867,Low_spent_Medium_value_payments,486.47300256344096,Standard
1311,Dmitrya,56.0,910562718.0,Lawyer,32937.83,2519.8191666666667,8.0,6.0,11.0,32.0,"Debt Consolidation Loan, Personal Loan, Personal Loan, and Credit-Builder Loan",19.75,121.0,4.95,0.0,Standard,134.09,32.45142768156943,216.5,No,79.58570854657205,41.2634307528737,High_spent_Small_value_payments,306.54937374771737,Standard
